,loss,ssim_metric,psnr_metric,mse,val_loss,val_ssim_metric,val_psnr_metric,val_mse,lr
15,2854.359619140625,0.8908793926239014,29.48523712158203,0.002252203645184636,2840.616943359375,0.8921965956687927,29.546981811523438,0.0022284251172095537,0.00020000000949949026
16,2841.271728515625,0.8913372755050659,29.54798698425293,0.002240483183413744,2814.376953125,0.8925348520278931,29.596303939819336,0.0021975087001919746,0.00020000000949949026
17,2833.0673828125,0.8917823433876038,29.582250595092773,0.0022310216445475817,2829.496337890625,0.890945315361023,29.60302734375,0.002218829933553934,0.00020000000949949026
18,2825.75048828125,0.8920660018920898,29.620065689086914,0.0022227950394153595,2794.31787109375,0.8931732177734375,29.734872817993164,0.0021871726494282484,0.00020000000949949026
19,2818.29296875,0.8925508856773376,29.655853271484375,0.00221352931112051,2866.334716796875,0.8932486176490784,29.430452346801758,0.0022112673614174128,0.00020000000949949026
20,2810.418212890625,0.8929893374443054,29.691539764404297,0.0022032656706869602,2776.162109375,0.8908695578575134,29.86002540588379,0.002187789650633931,0.00020000000949949026
21,2802.383056640625,0.8933183550834656,29.726896286010742,0.0021940094884485006,2807.5517578125,0.8922795057296753,29.701513290405273,0.0021944332402199507,0.00020000000949949026
22,2796.17431640625,0.893515944480896,29.762216567993164,0.0021882704459130764,2785.40576171875,0.8938019275665283,29.77061653137207,0.002165787387639284,0.00020000000949949026
23,2791.1787109375,0.893886923789978,29.779081344604492,0.0021808925084769726,2785.646240234375,0.8937163949012756,29.77878189086914,0.002161129144951701,0.00020000000949949026
24,2784.54736328125,0.8941279053688049,29.81475257873535,0.0021746300626546144,2754.36669921875,0.8944792151451111,29.969406127929688,0.0021491218358278275,0.00020000000949949026
25,2777.803466796875,0.8943923115730286,29.8487491607666,0.00216732663102448,2769.085693359375,0.8952577114105225,29.888559341430664,0.0021533591207116842,0.00020000000949949026
26,2771.064697265625,0.894601583480835,29.88295555114746,0.002160492818802595,2748.828857421875,0.8942154049873352,30.00629997253418,0.0021414814982563257,0.00020000000949949026
27,2774.026123046875,0.8948538899421692,29.870290756225586,0.002158439951017499,2750.20361328125,0.8952159881591797,29.97848129272461,0.002135384129360318,0.00020000000949949026
28,2768.9052734375,0.8949553966522217,29.897947311401367,0.002155071357265115,2761.744384765625,0.893445611000061,29.961824417114258,0.0021535514388233423,0.00020000000949949026
29,2763.4775390625,0.8952052593231201,29.924713134765625,0.0021491018123924732,2754.42236328125,0.8942425847053528,30.034547805786133,0.0021439436823129654,0.00020000000949949026
30,2756.5517578125,0.8955166935920715,29.950580596923828,0.0021402135025709867,2746.493408203125,0.8945780396461487,30.04368782043457,0.0021465749014168978,0.00020000000949949026
31,2755.522216796875,0.8956384062767029,29.957237243652344,0.0021378505043685436,2790.8369140625,0.8955594897270203,29.842193603515625,0.0021467884071171284,0.00020000000949949026
32,2748.49951171875,0.8958677053451538,29.995716094970703,0.0021307533606886864,2755.092529296875,0.8957669138908386,29.893356323242188,0.002127522835507989,0.00020000000949949026
33,2744.452880859375,0.8960515856742859,30.016231536865234,0.0021264860406517982,2728.650146484375,0.8959879875183105,30.11882209777832,0.0021212424617260695,0.00020000000949949026
34,2744.5908203125,0.8962715864181519,30.011600494384766,0.0021227423567324877,2735.224609375,0.8972328901290894,30.098596572875977,0.0021172063425183296,0.00020000000949949026
35,2740.8505859375,0.8962645530700684,30.039213180541992,0.002121443161740899,2725.385009765625,0.8949448466300964,30.155353546142578,0.0021190394181758165,0.00020000000949949026
36,2736.72265625,0.8965179920196533,30.056140899658203,0.0021158833988010883,2734.14013671875,0.8954310417175293,30.064224243164062,0.0021169884130358696,0.00020000000949949026
37,2731.839111328125,0.8966054916381836,30.078834533691406,0.0021116232965141535,2741.134033203125,0.8971383571624756,30.065956115722656,0.0021259430795907974,0.00020000000949949026
38,2727.611083984375,0.8967731595039368,30.105615615844727,0.0021071673836559057,2766.475341796875,0.8948770761489868,29.807884216308594,0.002141055418178439,0.00020000000949949026
39,2724.41845703125,0.8970659375190735,30.11702537536621,0.002101336605846882,2746.185302734375,0.8981339931488037,30.09389305114746,0.0021256778854876757,0.00020000000949949026
40,2674.369873046875,0.8981252908706665,30.34357261657715,0.002058162121102214,2693.544921875,0.8976694345474243,30.303625106811523,0.002082002582028508,4.0000002627493814e-05
41,2670.6142578125,0.8982897400856018,30.36016845703125,0.002053413772955537,2684.85595703125,0.8969790935516357,30.32589340209961,0.0020779042970389128,4.0000002627493814e-05
42,2669.23193359375,0.8983722925186157,30.368297576904297,0.0020514028146862984,2692.287109375,0.8968588709831238,30.335853576660156,0.002086745109409094,4.0000002627493814e-05
43,2667.111083984375,0.8984705805778503,30.378366470336914,0.0020488372538238764,2686.212890625,0.8977645635604858,30.352487564086914,0.0020754949655383825,4.0000002627493814e-05
44,2665.800048828125,0.8985704183578491,30.38564109802246,0.0020468472503125668,2719.481689453125,0.8978887796401978,30.111928939819336,0.002086771884933114,4.0000002627493814e-05
45,2664.978271484375,0.8986644744873047,30.38916015625,0.0020448274444788694,2687.11083984375,0.8978791832923889,30.33810043334961,0.0020768858958035707,4.0000002627493814e-05
46,2653.213623046875,0.8988869190216064,30.446958541870117,0.002035608282312751,2679.28564453125,0.8975882530212402,30.37783432006836,0.0020717657171189785,9.999999747378752e-06
47,2652.121826171875,0.8989053964614868,30.453380584716797,0.0020346103701740503,2687.873291015625,0.898021399974823,30.33894157409668,0.002077308017760515,9.999999747378752e-06
48,2651.547119140625,0.8989429473876953,30.45566177368164,0.0020337034948170185,2678.332275390625,0.8971863985061646,30.39377212524414,0.0020732739940285683,9.999999747378752e-06
49,2651.293701171875,0.8989653587341309,30.458402633666992,0.0020333840511739254,2678.9765625,0.8970181345939636,30.39301872253418,0.0020753236021846533,9.999999747378752e-06
50,2650.596435546875,0.898993968963623,30.463590621948242,0.002032708376646042,2679.562255859375,0.8974835872650146,30.387962341308594,0.002072479808703065,9.999999747378752e-06
51,2650.2119140625,0.8990129828453064,30.4630184173584,0.0020321158226579428,2679.56982421875,0.8973702192306519,30.38253402709961,0.00207267957739532,9.999999747378752e-06
52,2649.406494140625,0.8990415334701538,30.468053817749023,0.0020314082503318787,2676.587646484375,0.8973484635353088,30.402828216552734,0.0020718316081911325,9.999999747378752e-06
53,2648.93310546875,0.8990671038627625,30.472240447998047,0.002030831528827548,2683.035888671875,0.8980326056480408,30.350746154785156,0.0020722306799143553,9.999999747378752e-06
54,2648.60302734375,0.8990857601165771,30.475631713867188,0.0020305162761360407,2682.689697265625,0.8976998925209045,30.357744216918945,0.0020720234606415033,9.999999747378752e-06
55,2647.98876953125,0.8990970849990845,30.478431701660156,0.002030090196058154,2677.460693359375,0.8974462747573853,30.421405792236328,0.0020754472352564335,9.999999747378752e-06
56,2647.54931640625,0.8991144299507141,30.4803466796875,0.002029397524893284,2676.724853515625,0.8977105617523193,30.406349182128906,0.0020716479048132896,9.999999747378752e-06
57,2647.1865234375,0.8991274237632751,30.48524284362793,0.002029246184974909,2680.709716796875,0.8976354598999023,30.380985260009766,0.002072256291285157,9.999999747378752e-06
58,2646.912109375,0.899150013923645,30.484874725341797,0.0020285944920033216,2677.176513671875,0.897663950920105,30.408031463623047,0.0020715761929750443,9.999999747378752e-06
59,2646.360595703125,0.8991832733154297,30.489181518554688,0.002028026385232806,2679.326904296875,0.897468626499176,30.398666381835938,0.00207366980612278,9.999999747378752e-06
