,loss,ssim_metric,psnr_metric,mse,val_loss,val_ssim_metric,val_psnr_metric,val_mse,lr
0,5668.96630859375,0.7522519826889038,23.621070861816406,0.011440432630479336,4082.951904296875,0.8304997086524963,25.745824813842773,0.0038495899643749,0.0010000000474974513
1,3873.5888671875,0.8401498198509216,26.261350631713867,0.0035870044957846403,3670.485595703125,0.853596568107605,26.769922256469727,0.003226452972739935,0.0010000000474974513
2,3591.761962890625,0.8575164079666138,26.97603988647461,0.0031526724342256784,3381.50439453125,0.8684051632881165,27.512022018432617,0.002873118733987212,0.0010000000474974513
3,3458.474853515625,0.8651129603385925,27.368818283081055,0.002960717771202326,3381.085693359375,0.8718526363372803,27.605161666870117,0.0028365645557641983,0.0010000000474974513
4,3347.531494140625,0.8704997897148132,27.700687408447266,0.002814630279317498,3230.7783203125,0.8764277100563049,28.030818939208984,0.00266258348710835,0.0010000000474974513
5,3301.15087890625,0.8735098838806152,27.849456787109375,0.0027479149866849184,3237.662353515625,0.876998245716095,28.023096084594727,0.0026281033642590046,0.0010000000474974513
6,3275.6083984375,0.8761675953865051,27.944499969482422,0.002693998161703348,3233.027099609375,0.8744798898696899,28.149253845214844,0.0026418096385896206,0.0010000000474974513
7,3239.621826171875,0.878042459487915,28.076656341552734,0.0026531857438385487,3154.61865234375,0.8766157031059265,28.415637969970703,0.0025826795026659966,0.0010000000474974513
8,3229.171875,0.8793382048606873,28.12823486328125,0.002632664516568184,3045.08984375,0.8811624050140381,28.62999153137207,0.002468949882313609,0.0010000000474974513
9,3146.968994140625,0.8813893795013428,28.390796661376953,0.002555947517976165,3054.349609375,0.8843203186988831,28.706281661987305,0.0024515429977327585,0.0010000000474974513
10,3160.36669921875,0.8828315138816833,28.38142204284668,0.0025446065701544285,3175.86181640625,0.8881502747535706,28.27256202697754,0.00250772712752223,0.0010000000474974513
11,3165.5458984375,0.8837392330169678,28.360946655273438,0.0025332800578325987,3266.2548828125,0.8857659101486206,28.125362396240234,0.002577591920271516,0.0010000000474974513
12,3126.651123046875,0.8844249844551086,28.499408721923828,0.0025055427104234695,3147.904541015625,0.8872030973434448,28.429622650146484,0.0025000355672091246,0.0010000000474974513
13,2896.185302734375,0.8889727592468262,29.304134368896484,0.0023016915656626225,2847.49169921875,0.890067458152771,29.482006072998047,0.0022488990798592567,0.00020000000949949026
14,2864.18115234375,0.8902762532234192,29.441387176513672,0.002267471281811595,2856.803466796875,0.8874995112419128,29.514911651611328,0.0022746108006685972,0.00020000000949949026
